C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,23:00:00,REGULAR,513055,797434
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,19:00:00,REGULAR,512801,797212
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,15:00:00,REGULAR,512239,796745
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,11:00:00,REGULAR,512026,796435
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,07:00:00,REGULAR,511904,795636
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/27/2017,03:00:00,REGULAR,511890,795522
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,23:00:00,REGULAR,511857,795490
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,19:00:00,REGULAR,511677,795348
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,15:00:00,REGULAR,511455,795043
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,11:00:00,REGULAR,511301,794748
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,07:00:00,REGULAR,511247,794619
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/26/2017,03:00:00,REGULAR,511234,794597
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,23:00:00,REGULAR,511163,794547
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,19:00:00,REGULAR,510971,794330
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,15:00:00,REGULAR,510719,794034
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,11:00:00,REGULAR,510517,793749
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,07:00:00,REGULAR,510460,793507
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/25/2017,03:00:00,REGULAR,510456,793477
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,23:00:00,REGULAR,510394,793431
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,19:00:00,REGULAR,510181,793278
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,15:00:00,REGULAR,509829,792928
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,11:00:00,REGULAR,509622,792594
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,07:00:00,REGULAR,509555,792192
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/24/2017,03:00:00,REGULAR,509548,792140
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,23:00:00,REGULAR,509518,792108
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,19:00:00,REGULAR,509435,792005
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,15:00:00,REGULAR,509285,791867
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,11:00:00,REGULAR,509145,791641
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,07:00:00,REGULAR,509080,791479
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/23/2017,03:00:00,REGULAR,509072,791436
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,23:00:00,REGULAR,509018,791404
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,19:00:00,REGULAR,508743,791235
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,15:00:00,REGULAR,508213,790753
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,11:00:00,REGULAR,507914,790355
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,07:00:00,REGULAR,507777,789549
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/22/2017,03:00:00,REGULAR,507769,789448
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,23:00:00,REGULAR,507709,789413
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,19:00:00,REGULAR,507421,789217
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,15:00:00,REGULAR,506817,788729
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,11:00:00,REGULAR,506578,788358
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,07:00:00,REGULAR,506459,787476
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/21/2017,03:00:00,REGULAR,506444,787364
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,23:00:00,REGULAR,506391,787332
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,19:00:00,REGULAR,506103,787114
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,15:00:00,REGULAR,505527,786633
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,11:00:00,REGULAR,505286,786305
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,07:00:00,REGULAR,505123,785480
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/20/2017,03:00:00,REGULAR,505104,785366
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,23:00:00,REGULAR,505064,785328
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,19:00:00,REGULAR,504859,785100
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,15:00:00,REGULAR,504577,784687
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,11:00:00,REGULAR,504317,784341
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,07:00:00,REGULAR,504190,784139
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/19/2017,03:00:00,REGULAR,504169,784108
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,23:00:00,REGULAR,504098,784022
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,19:00:00,REGULAR,503875,783743
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,15:00:00,REGULAR,503547,783310
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,11:00:00,REGULAR,503269,782952
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,07:00:00,REGULAR,503138,782614
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/18/2017,03:00:00,REGULAR,503117,782570
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,23:00:00,REGULAR,503034,782513
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,19:00:00,REGULAR,502729,782293
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,15:00:00,REGULAR,502159,781803
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,11:00:00,REGULAR,501935,781466
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,09:18:15,REGULAR,501882,781186
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,07:00:00,REGULAR,501798,780672
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/17/2017,03:00:00,REGULAR,501786,780578
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,23:00:00,REGULAR,501781,780577
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,19:00:00,REGULAR,501535,780389
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,15:00:00,REGULAR,500990,779938
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,11:00:00,REGULAR,500781,779580
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,07:00:00,REGULAR,500629,778729
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/16/2017,03:00:00,REGULAR,500616,778632
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,23:00:00,REGULAR,500615,778632
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,19:00:00,REGULAR,500338,778398
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,15:00:00,REGULAR,499747,777906
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,11:00:00,REGULAR,499490,777572
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,07:00:00,REGULAR,499373,776748
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/15/2017,03:00:00,REGULAR,499360,776632
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,23:00:00,REGULAR,499341,776623
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,19:00:00,REGULAR,499060,776378
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,15:00:00,REGULAR,498470,775879
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,11:00:00,REGULAR,498253,775529
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,07:00:00,REGULAR,498125,774697
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/14/2017,03:00:00,REGULAR,498112,774597
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,23:00:00,REGULAR,498112,774597
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,19:00:00,REGULAR,497877,774416
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,15:00:00,REGULAR,497340,773920
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,11:00:00,REGULAR,497130,773551
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,07:00:00,REGULAR,496975,772700
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/13/2017,03:00:00,REGULAR,496957,772594
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,23:00:00,REGULAR,496921,772576
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,19:00:00,REGULAR,496752,772461
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,15:00:00,REGULAR,496498,772237
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,11:00:00,REGULAR,496336,772039
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,07:00:00,REGULAR,496289,771909
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/12/2017,03:00:00,REGULAR,496283,771890
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,23:00:00,REGULAR,496229,771855
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,19:00:00,REGULAR,496034,771679
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,15:00:00,REGULAR,495725,771403
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,11:00:00,REGULAR,495516,771158
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,07:00:00,REGULAR,495435,770961
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/11/2017,03:00:00,REGULAR,495423,770939
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,23:00:00,REGULAR,495370,770894
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,19:00:00,REGULAR,495102,770685
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,15:00:00,REGULAR,494543,770150
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,11:00:00,REGULAR,494297,769737
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,07:00:00,REGULAR,494172,768972
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/10/2017,03:00:00,REGULAR,494156,768886
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,23:00:00,REGULAR,494115,768865
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,19:00:00,REGULAR,493836,768635
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,15:00:00,REGULAR,493240,768094
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,11:00:00,REGULAR,493031,767756
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,07:25:29,REGULAR,492903,766976
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,07:00:00,REGULAR,492894,766934
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/09/2017,03:00:00,REGULAR,492880,766826
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,23:00:00,REGULAR,492880,766826
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,19:00:00,REGULAR,492624,766615
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,15:00:00,REGULAR,492067,766084
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,11:00:00,REGULAR,491837,765731
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,07:00:00,REGULAR,491683,764900
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/08/2017,03:00:00,REGULAR,491672,764804
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,23:00:00,REGULAR,491672,764804
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,19:00:00,REGULAR,491464,764615
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,15:00:00,REGULAR,490876,764126
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,11:00:00,REGULAR,490634,763742
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,07:00:00,REGULAR,490503,762896
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/07/2017,03:00:00,REGULAR,490493,762739
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,23:00:00,REGULAR,490493,762739
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,19:00:00,REGULAR,490244,762550
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,15:00:00,REGULAR,489683,762019
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,11:00:00,REGULAR,489498,761629
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,07:00:00,REGULAR,489359,760739
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/06/2017,03:00:00,REGULAR,489348,760630
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,23:00:00,REGULAR,489300,760601
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,19:00:00,REGULAR,489122,760454
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,15:00:00,REGULAR,488872,760048
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,11:00:00,REGULAR,488526,759379
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,07:00:00,REGULAR,488409,759095
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,03:00:00,REGULAR,488399,759064
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/05/2017,00:00:00,REGULAR,488346,759032
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,20:00:00,REGULAR,488146,758820
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,16:00:00,REGULAR,487794,758439
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,12:00:00,REGULAR,487517,758075
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,08:00:00,REGULAR,487395,757750
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,04:00:00,REGULAR,487377,757669
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/04/2017,00:00:00,REGULAR,487339,757639
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,20:00:00,REGULAR,487082,757458
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,16:00:00,REGULAR,486509,756944
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,12:00:00,REGULAR,486196,756544
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,08:00:00,REGULAR,486047,755778
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,04:00:00,REGULAR,486011,755511
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/03/2017,00:00:00,REGULAR,485978,755484
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,20:00:00,REGULAR,485736,755305
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,16:00:00,REGULAR,485159,754838
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,12:00:00,REGULAR,484869,754468
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,08:00:00,REGULAR,484727,753692
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,04:00:00,REGULAR,484689,753397
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/02/2017,00:00:00,REGULAR,484665,753375
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,20:00:00,REGULAR,484418,753218
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,16:00:00,REGULAR,483760,752730
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,12:00:00,REGULAR,483446,752424
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,08:00:00,REGULAR,483255,751764
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,04:00:00,REGULAR,483206,751466
A002,R051,02-03-01,59 ST,NQR456W,BMT,11/01/2017,00:00:00,REGULAR,483182,751451
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,20:00:00,REGULAR,482960,751270
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,16:00:00,REGULAR,482335,750816
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,12:00:00,REGULAR,481988,750507
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,08:00:00,REGULAR,481806,749844
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,04:00:00,REGULAR,481760,749549
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/31/2017,00:00:00,REGULAR,481738,749533
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,20:00:00,REGULAR,481485,749363
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,16:00:00,REGULAR,480891,748856
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,12:00:00,REGULAR,480599,748517
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,08:00:00,REGULAR,480430,747950
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,04:00:00,REGULAR,480394,747695
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/30/2017,00:00:00,REGULAR,480384,747685
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,20:00:00,REGULAR,480267,747601
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,16:00:00,REGULAR,480091,747402
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,12:00:00,REGULAR,479948,747126
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,08:00:00,REGULAR,479871,746902
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,04:00:00,REGULAR,479863,746854
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/29/2017,00:00:00,REGULAR,479820,746801
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,20:00:00,REGULAR,479613,746614
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,16:00:00,REGULAR,479319,746298
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,12:00:00,REGULAR,479057,745949
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,08:00:00,REGULAR,478942,745628
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,04:00:00,REGULAR,478921,745536
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/28/2017,00:00:00,REGULAR,478876,745498
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,20:00:00,REGULAR,478630,745304
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,16:00:00,REGULAR,478094,744808
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,12:00:00,REGULAR,477825,744449
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,08:24:50,REGULAR,477636,743785
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,08:00:00,REGULAR,477625,743678
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,04:00:00,REGULAR,477594,743365
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/27/2017,00:00:00,REGULAR,477564,743351
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,20:00:00,REGULAR,477294,743159
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,16:00:00,REGULAR,476739,742657
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,12:00:00,REGULAR,476458,742225
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,08:00:00,REGULAR,476275,741464
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,04:00:00,REGULAR,476236,741154
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/26/2017,00:00:00,REGULAR,476209,741138
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,20:00:00,REGULAR,475920,740962
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,16:00:00,REGULAR,475357,740424
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,12:00:00,REGULAR,475047,740065
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,08:00:00,REGULAR,474872,739288
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,04:00:00,REGULAR,474837,738961
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/25/2017,00:00:00,REGULAR,474809,738939
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,20:00:00,REGULAR,474575,738799
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,16:00:00,REGULAR,474027,738204
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,12:00:00,REGULAR,473736,737858
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,08:00:00,REGULAR,473594,737109
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,04:00:00,REGULAR,473552,736807
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/24/2017,00:00:00,REGULAR,473534,736797
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,20:00:00,REGULAR,473271,736647
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,16:00:00,REGULAR,472710,736187
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,12:00:00,REGULAR,472460,735873
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,08:00:00,REGULAR,472341,735103
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,04:00:00,REGULAR,472311,734837
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/23/2017,00:00:00,REGULAR,472290,734826
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,20:00:00,REGULAR,472143,734703
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,16:00:00,REGULAR,471906,734421
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,12:00:00,REGULAR,471724,734142
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,08:00:00,REGULAR,471643,733913
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,04:00:00,REGULAR,471632,733865
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/22/2017,00:00:00,REGULAR,471605,733833
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,20:00:00,REGULAR,471410,733661
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,16:00:00,REGULAR,471131,733383
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,12:00:00,REGULAR,470895,733062
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,08:00:00,REGULAR,470782,732735
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,04:00:00,REGULAR,470756,732656
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/21/2017,00:00:00,REGULAR,470715,732625
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,20:00:00,REGULAR,470459,732422
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,16:00:00,REGULAR,469892,731931
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,12:00:00,REGULAR,469552,731538
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,08:00:00,REGULAR,469414,730856
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,04:00:00,REGULAR,469381,730555
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/20/2017,00:00:00,REGULAR,469355,730544
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,20:00:00,REGULAR,469091,730387
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,16:00:00,REGULAR,468516,729895
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,12:00:00,REGULAR,468188,729512
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,08:00:00,REGULAR,468042,728783
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,04:00:00,REGULAR,467997,728494
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/19/2017,00:00:00,REGULAR,467971,728482
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,20:00:00,REGULAR,467710,728286
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,16:00:00,REGULAR,467147,727732
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,12:00:00,REGULAR,466865,727396
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,08:00:00,REGULAR,466705,726609
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,04:00:00,REGULAR,466676,726284
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/18/2017,00:00:00,REGULAR,466659,726274
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,20:00:00,REGULAR,466428,726105
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,16:00:00,REGULAR,465881,725591
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,12:00:00,REGULAR,465591,725261
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,08:00:00,REGULAR,465427,724523
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,04:00:00,REGULAR,465396,724214
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/17/2017,00:00:00,REGULAR,465378,724195
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,20:00:00,REGULAR,465112,724054
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,18:12:55,REGULAR,464873,723818
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,16:00:00,REGULAR,464555,723540
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,12:00:00,REGULAR,464249,723228
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,08:00:00,REGULAR,464083,722433
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,04:00:00,REGULAR,464043,722124
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/16/2017,00:00:00,REGULAR,464020,722113
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/15/2017,20:00:00,REGULAR,463881,722006
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/15/2017,16:00:00,REGULAR,463652,721741
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/15/2017,12:00:00,REGULAR,463469,721452
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/15/2017,08:00:00,REGULAR,463381,721209
A002,R051,02-03-01,59 ST,NQR456W,BMT,10/15/2017,04:00:00,REGULAR,463364,721165
